model,preset,ngrams,mode,cv_f1_macro,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,best_params,grid_size_est,fits_evaluated_est,train_time_sec,out_dir,timestamp,polarity,label_mapping
DecisionTree,uni_std,uni,std,0.690662,0.61875,0.620272,0.61875,0.61754,"{""clf__ccp_alpha"": 0.0, ""clf__class_weight"": null, ""clf__criterion"": ""gini"", ""clf__max_depth"": null, ""clf__min_samples_leaf"": 10, ""clf__min_samples_split"": 2, ""tfidf__binary"": false, ""tfidf__min_df"": 2}",2016,10080,189.408,C:\pythonProject\data-mining\single_classification_trees\results_uni_std,2025-10-16T18:20:49,negative_only,"truthful=0, deceptive=1"
