model,preset,ngrams,mode,cv_f1_macro,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,best_params,grid_size_est,fits_evaluated_est,train_time_sec,out_dir,timestamp,polarity,label_mapping
DecisionTree,bi_std,uni+bi,std,0.68677,0.63125,0.631435,0.63125,0.63112,"{""clf__ccp_alpha"": 0.0, ""clf__class_weight"": null, ""clf__criterion"": ""entropy"", ""clf__max_depth"": null, ""clf__min_samples_leaf"": 10, ""clf__min_samples_split"": 2, ""tfidf__binary"": true, ""tfidf__min_df"": 2}",2016,10080,447.015,C:\pythonProject\data-mining\single_classification_trees\results_bi_std,2025-10-17T03:27:37,negative_only,"truthful=0, deceptive=1"
